Stations_id;Bezugszeitraum;Datenquelle;Jan.;Feb.;März;Apr.;Mai;Jun.;Jul.;Aug.;Sept.;Okt.;Nov.;Dez.;Jahr;
      3443;1961-1990;        43;      50.2;        41;      48.8;      48.4;      65.4;      72.1;        62;      56.7;      49.1;      47.5;      58.5;      57.6;     657.3;
      3444;1961-1990;        43;      31.9;      32.5;      36.5;      50.4;        58;        62;      57.5;      63.1;      41.5;      34.7;      38.6;        36;     542.8;
      3445;1961-1990;        43;      39.4;        32;      38.3;      38.5;      47.3;        59;      50.4;      58.3;      42.5;      36.6;      39.7;        50;     531.9;
      3447;1961-1990;        43;      69.7;      62.2;      67.7;      63.2;      77.4;      83.5;      78.4;      69.9;        61;      61.8;      74.8;        76;     845.7;
      3448;1961-1990;        46;      60.3;      54.7;      61.3;      63.5;      84.5;      83.4;      82.9;      70.2;      60.7;      64.2;      70.2;      69.5;     825.5;
      3449;1961-1990;        43;      47.7;      47.3;      48.1;      67.7;      86.6;      98.2;      78.3;      88.4;      59.7;        52;      60.9;        54;     788.8;
      3450;1961-1990;        43;      57.2;      52.9;      58.3;      66.3;        85;      90.1;      75.9;      87.9;      57.8;        57;      62.8;        62;     813.2;
      3451;1961-1990;        43;      40.5;      33.6;      39.9;      42.9;      52.3;      60.6;      51.7;      63.7;        44;      38.8;      45.4;      51.3;     564.8;
      3452;1961-1990;        43;      63.6;      46.2;      58.9;        59;      68.4;      80.3;      74.5;      68.2;        64;      49.9;        66;      75.3;     774.3;
      3453;1961-1990;        43;      33.5;      31.2;      36.5;      45.2;        54;        57;      52.2;      58.3;        44;      34.8;      39.4;      40.7;     526.7;
      3454;1961-1990;        43;      42.5;      40.2;      45.4;      67.7;      90.9;     103.6;      80.4;      88.3;        53;        49;      52.5;      46.1;     759.6;
      3455;1961-1990;        43;        79;      75.5;      79.5;     108.9;     121.3;     141.7;     109.7;     106.9;      78.8;      74.5;      95.5;      83.9;    1155.3;
      3456;1961-1990;        43;      35.8;      32.6;        41;      46.3;      57.7;      65.2;        46;      55.4;      36.8;      31.1;      40.3;      37.6;     525.8;
      3457;1961-1990;        43;      59.2;      56.8;      60.9;      65.6;      77.2;      74.3;      66.9;      73.9;      53.8;      56.5;      69.2;      67.1;     781.3;
      3458;1961-1990;        43;      29.9;      29.7;      35.4;      40.6;      53.3;      62.1;        49;      54.5;      40.2;      30.7;      36.1;      35.7;     497.4;
      3459;1961-1990;        43;      72.1;      47.3;      60.9;      55.7;        63;      75.5;      74.9;      74.4;      72.8;        64;      76.1;      80.6;     817.3;
      3460;1961-1990;        43;        57;      49.4;        51;      59.7;      78.5;        84;      77.4;      69.8;      53.6;      50.7;      56.6;        60;     747.7;
      3461;1961-1990;        43;      47.1;      40.5;      51.8;      54.1;      62.5;      79.3;      65.7;      64.2;      45.1;      46.3;      56.6;      59.1;     672.2;
      3462;1961-1990;        43;      73.5;        63;      64.1;      75.6;      92.5;     109.5;      85.3;      85.9;      64.2;      61.8;      78.3;      76.6;     930.4;
      3463;1961-1990;        43;     109.3;      90.5;     101.5;     104.1;     153.3;     191.4;     204.9;     188.2;     115.4;      91.4;     104.7;     115.8;    1570.4;
      3464;1961-1990;        43;     102.2;      98.2;     100.5;     119.1;     153.3;     182.9;     184.7;     175.7;     123.4;      92.5;     109.9;     117.9;    1560.3;
      3465;1961-1990;        43;     107.1;      72.9;      90.2;      76.1;      85.6;      94.7;       109;      91.5;      84.8;      84.2;     106.8;     124.7;    1127.7;
      3466;1961-1990;        43;     113.6;      83.8;      95.3;      75.4;      81.7;      92.8;        98;      86.4;      80.2;      79.6;     104.5;     126.1;    1117.3;
      3467;1961-1990;        46;      65.9;      45.8;      54.6;      51.8;      55.4;      73.9;      83.8;      73.3;      73.7;      68.9;      82.2;      75.6;       805;
      3468;1961-1990;        43;      63.8;      49.2;      62.8;        52;      67.8;      79.7;      72.2;      63.5;      55.5;      53.7;      66.2;      71.8;     758.2;
      3469;1961-1990;        43;      45.7;      32.5;      43.9;      46.4;      49.5;        58;      66.5;      58.6;      52.4;      43.6;      55.2;        54;     606.4;
      3470;1961-1990;        43;      45.3;      31.9;      39.7;      41.8;      50.1;      66.5;      64.6;      53.5;      48.1;      39.6;      50.3;      51.6;       583;
      3471;1961-1990;        43;      35.6;      30.2;        33;      40.3;      57.1;      61.4;      50.4;      61.6;      39.7;      33.6;      40.8;      45.9;     529.7;
      3472;1961-1990;        43;      70.6;      59.1;      71.3;      66.6;      69.3;      85.1;      66.8;      69.5;      60.1;      64.7;        82;      85.2;     850.4;
      3473;1961-1990;        43;      48.3;        35;      42.4;      44.6;      52.2;      62.4;      56.4;      51.8;      46.1;      39.4;      52.4;      57.6;     588.5;
      3474;1961-1990;        43;      51.8;      44.8;      52.8;      54.4;      66.3;      71.6;      64.8;      68.5;      51.9;      54.6;      63.8;      64.1;     709.3;
      3475;1961-1990;        43;      43.2;        42;      41.2;      58.8;      77.5;     102.9;      86.7;      86.3;      66.2;      51.1;      55.6;      47.7;     759.2;
      3476;1961-1990;        43;      45.8;      39.6;      43.3;      49.3;      70.3;      85.7;        74;      72.9;      58.3;      48.1;        50;      54.4;     691.7;
      3478;1961-1990;        43;      37.2;      25.9;      36.2;      38.3;      55.3;      64.6;      57.3;      56.4;      43.1;      34.6;      44.3;      43.1;     536.1;
      3479;1961-1990;        43;      37.2;      25.9;      36.2;      38.3;      55.3;      64.6;      57.3;      56.4;      43.1;      34.6;      44.3;      43.1;     536.1;
      3480;1961-1990;        43;      42.1;        39;      40.1;        45;      60.4;      59.4;      55.7;      58.8;        43;      42.8;      43.2;      52.4;     581.9;
      3481;1961-1990;        43;        48;      34.9;      39.9;      45.6;      52.4;        60;      75.9;      57.6;      52.9;      44.5;      55.5;      53.2;     620.5;
      3482;1961-1990;        43;      42.7;      28.8;      39.1;      40.5;      50.3;        61;      69.2;      59.8;      53.5;      40.9;      50.4;      50.3;     586.6;
      3483;1961-1990;        43;      58.3;      47.2;      48.3;        56;      75.2;      91.2;        76;        77;      55.1;      51.6;      57.7;        60;     753.6;
      3485;1961-1990;        46;      50.2;      47.5;      50.3;      70.3;      87.8;     112.4;      93.9;     102.8;      73.4;      55.2;      61.2;      53.1;     858.1;
      3486;1961-1990;        43;      66.8;      58.2;      61.9;        58;        71;      80.7;      66.6;      69.6;      52.7;      57.7;      67.1;      74.7;     785.1;
      3487;1961-1990;        43;      58.6;      47.3;      54.9;      50.3;      53.7;      65.9;        52;      57.5;      41.5;        41;      54.2;      63.6;     640.3;
      3488;1961-1990;        43;      55.5;      41.8;      47.6;      47.9;      56.5;      70.7;      69.5;      64.3;      46.6;      49.2;      53.9;      60.1;     663.6;
      3489;1961-1990;        43;     161.5;     139.5;     138.6;     165.3;     180.8;     228.4;     272.9;     249.2;       153;       101;     128.7;     143.1;    2062.1;
      3490;1961-1990;        43;      47.2;      40.3;      47.5;      53.6;      61.4;      65.5;      74.2;      69.6;      48.3;      46.5;      56.5;        51;     661.6;
      3491;1961-1990;        43;      89.7;      70.9;      69.6;      78.3;        89;     101.9;      82.2;     100.7;        76;      84.5;     105.3;     113.6;    1061.6;
      3492;1961-1990;        43;      48.5;      44.6;      46.9;      61.4;        83;      80.8;      64.6;        83;      59.4;      48.2;      57.5;      55.8;     733.5;
      3494;1961-1990;        43;      51.7;        47;      51.3;      53.8;      70.6;      77.1;      68.1;      66.6;      50.5;      46.8;      51.1;        59;     693.5;
      3495;1961-1990;        43;      68.8;      46.8;      58.7;      54.7;      60.8;      77.9;      71.6;      66.5;      58.3;      58.3;      72.6;      78.5;     773.5;
      3496;1961-1990;        43;      65.4;      45.9;      56.4;      51.6;      64.7;      69.6;        67;      66.7;      53.3;      55.5;      67.8;      70.3;     734.3;
      3497;1961-1990;        43;      63.4;      49.2;      57.7;      57.8;      63.8;      85.8;      79.8;      71.8;      58.2;      55.4;      63.8;      77.8;     784.2;
      3498;1961-1990;        43;     119.5;      84.9;     104.3;      91.3;      88.1;     106.7;     111.8;      80.8;      89.3;      89.6;     109.6;     128.8;    1204.9;
      3499;1961-1990;        46;       105;      77.1;      92.7;      80.5;      80.9;     100.1;     103.7;      78.1;      80.1;      78.4;     100.6;     116.4;    1093.7;
      3500;1961-1990;        43;      59.8;      54.1;      57.9;        57;      75.8;      82.1;      70.1;      74.4;        53;      53.6;      62.5;      66.6;     766.9;
      3501;1961-1990;        43;      51.9;      44.6;      55.7;      54.5;      69.6;      77.8;        65;        54;      51.4;      55.4;      65.1;      67.6;     712.5;
      3502;1961-1990;        43;      49.4;      36.5;      48.3;      46.7;      60.5;      66.7;      65.7;        58;      49.2;      45.1;      60.9;      59.1;     646.1;
      3503;1961-1990;        46;      53.9;      49.2;        54;      50.8;      64.7;      72.2;      65.6;      69.5;      52.1;      55.9;      62.7;      63.1;     713.5;
      3504;1961-1990;        43;      46.2;      44.9;        45;      57.6;      91.1;     106.4;     103.3;     101.1;      69.3;      51.1;      55.2;      52.2;     823.4;
      3505;1961-1990;        43;        54;      50.8;      58.2;      82.7;     101.5;     122.4;        95;     104.4;      69.9;      61.2;      70.2;      56.5;     926.6;
      3506;1961-1990;        43;      25.8;      24.5;      28.7;      35.9;      53.3;        59;      49.6;      56.7;      35.6;      29.8;      33.2;        34;       466;
      3507;1961-1990;        43;      56.7;      45.5;      46.6;      53.6;      62.2;      73.9;        74;      83.5;      56.8;      57.5;      64.1;      68.3;     742.8;
      3509;1961-1990;        43;      43.5;      33.9;      40.4;      42.5;      55.8;      66.6;      66.7;        56;      47.2;      38.8;      50.4;        53;     594.8;
      3511;1961-1990;        43;        34;      30.2;      29.6;      37.5;      49.2;      71.5;      46.8;      53.6;      43.2;      33.4;      40.2;      42.7;       512;
      3513;1961-1990;        43;     107.1;      76.3;      91.7;      91.7;      95.3;     107.7;     102.8;      93.8;        76;      87.3;      92.6;     132.9;    1155.2;
      3514;1961-1990;        43;      64.1;      40.9;      53.8;      49.2;      55.8;      72.3;      85.2;      77.6;      79.6;      76.9;        83;        76;     814.6;
      3515;1961-1990;        43;      45.7;      31.2;      41.3;      47.6;      41.7;      63.3;      54.1;      56.7;      51.8;        34;      43.1;      50.2;     560.8;
      3516;1961-1990;        43;      72.7;        58;      63.2;      56.7;      71.6;      78.4;      72.5;      67.1;        61;      57.9;      70.4;      85.3;     814.9;
      3517;1961-1990;        46;      52.5;      48.3;      51.4;      59.1;      87.8;     107.1;      97.1;      92.4;      68.1;      54.8;      58.7;      56.7;       834;
      3518;1961-1990;        46;      61.8;      60.5;      60.7;      70.8;      90.4;     109.3;      92.2;     103.5;      67.3;      64.3;      72.3;        70;       923;
      3519;1961-1990;        46;      58.4;      56.3;      56.1;        68;      88.7;     105.2;      90.7;        98;      65.4;      61.4;      67.9;      65.9;     881.8;
      3520;1961-1990;        43;        73;      60.7;      65.8;      68.4;      84.9;      89.1;      95.3;      88.2;      67.1;      57.5;      70.9;      84.8;     905.5;
      3521;1961-1990;        43;     105.9;        81;      96.3;      76.4;      83.9;      93.7;      97.1;      91.5;      80.9;      80.6;     100.9;     123.9;    1112.1;
      3522;1961-1990;        43;        72;      57.9;      72.7;      64.8;      74.5;      80.5;      74.8;      75.1;      57.6;      69.7;      85.7;     101.2;     886.5;
      3523;1961-1990;        43;      44.4;      28.2;      41.7;      43.5;      52.5;      66.5;      72.1;      62.8;      48.8;      40.5;      49.2;      49.3;     599.4;
      3524;1961-1990;        43;      61.2;      54.9;      61.9;      75.2;      81.9;      83.5;      73.7;      85.6;      63.8;      60.7;      68.6;      76.6;     847.6;
      3525;1961-1990;        46;        52;      43.3;      51.1;      48.4;      75.5;        90;      86.9;      86.2;      64.6;      50.2;      52.8;      60.6;     761.7;
      3526;1961-1990;        43;      49.2;      48.7;        54;      51.6;      62.8;      74.4;      65.9;      84.9;      59.8;      51.8;      52.9;      64.5;     720.6;
      3527;1961-1990;        43;      58.7;      50.2;      59.2;      63.2;      78.4;      87.6;      79.2;      68.5;      62.2;        59;      68.5;      69.2;     803.8;
      3528;1961-1990;        43;      49.7;      40.7;      51.8;      52.9;      66.1;        74;      71.6;      61.8;        51;      48.7;        58;      58.7;       685;
      3530;1961-1990;        43;      67.8;      53.5;      59.7;      56.4;        72;      80.7;      79.6;      70.8;      57.4;      57.8;      64.2;      74.2;       794;
      3531;1961-1990;        43;      48.9;      33.4;      42.3;      47.2;      52.4;      60.5;      73.7;      62.2;      50.8;      46.3;        59;      57.5;     634.3;
      3532;1961-1990;        43;      52.5;      37.2;      45.6;      42.2;      47.5;      61.4;      73.8;      65.6;      56.3;      51.7;      65.9;      61.8;     661.5;
      3533;1961-1990;        43;        32;        32;      36.7;      55.4;      69.5;      82.2;      68.5;      76.9;      52.1;      39.8;      41.7;      41.7;     628.3;
      3535;1961-1990;        45;      60.4;        51;      53.9;        63;      84.2;     108.7;      98.1;     109.4;      68.8;      50.7;      61.8;      63.5;     873.5;
      3536;1961-1990;        43;      69.1;        54;      57.3;      57.6;      79.6;      83.6;      84.4;      79.9;      61.2;        54;      61.5;      75.9;     818.1;
      3537;1961-1990;        43;      70.4;      48.5;      57.2;      55.3;      65.3;      82.4;      94.1;      73.6;      83.1;      75.7;      88.7;      80.2;     874.5;
      3539;1961-1990;        43;      61.4;      52.9;      56.2;      56.2;      78.6;      93.2;      87.8;      83.3;      68.8;      58.3;      58.2;      73.3;     828.2;
      3540;1961-1990;        46;      94.9;      71.1;      86.7;      72.8;        81;      96.7;     100.6;      88.8;      79.9;      76.7;      94.8;     109.6;    1053.6;
      3541;1961-1990;        43;      87.5;      62.3;        85;      68.8;      78.9;      97.2;     100.8;      84.6;        77;      74.9;      90.1;      98.2;    1005.3;
      3543;1961-1990;        43;      60.4;      52.5;      59.2;      57.8;      71.2;      79.9;      67.8;      63.2;      50.5;      54.8;      59.5;      70.9;     747.7;
      3544;1961-1990;        43;     100.3;        74;      90.4;      74.7;        76;      89.9;      94.5;      81.3;      74.9;      74.7;        96;     114.2;    1040.8;
      3545;1961-1990;        43;      70.9;        63;      67.6;      54.4;      68.1;      72.1;      63.9;      65.7;      62.1;      62.5;      87.8;      84.2;     822.2;
      3546;1961-1990;        43;      78.9;      64.7;      70.8;      55.8;      69.9;      74.8;      64.9;      66.8;      63.6;        69;      85.7;      89.9;     854.9;
      3547;1961-1990;        43;     100.4;        84;        93;        73;      85.7;      89.7;      82.5;      79.7;      70.6;      80.8;      97.4;     110.8;    1047.5;
      3549;1961-1990;        43;     113.8;      99.2;      89.6;      85.6;     102.5;     135.8;     130.6;     126.8;      87.7;      79.5;     103.3;     136.7;      1291;
      3550;1961-1990;        43;      96.2;      77.7;      76.1;      66.1;      94.7;     128.4;     116.1;     107.3;      75.9;        68;      83.7;     117.8;      1108;
      3551;1961-1990;        43;      45.3;        47;      45.5;      59.6;        92;      88.5;      71.7;      76.1;      63.5;      51.2;      57.9;      53.3;     751.7;
      3552;1961-1990;        43;      37.5;      27.6;      33.4;      37.1;      50.6;      61.2;      48.5;      50.9;      41.4;      32.5;        44;      46.1;     510.9;
      3553;1961-1990;        43;      51.1;      51.9;      49.1;      67.5;      91.3;     119.5;      96.4;      97.8;      72.6;      57.2;      60.9;      55.7;       871;
      3554;1961-1990;        43;     114.8;        92;      90.6;      74.4;      98.8;     116.9;     121.5;     116.2;      85.4;      78.5;      95.9;     137.3;    1222.3;
      3555;1961-1990;        43;      62.7;      46.6;      62.3;      51.2;        68;      79.7;      78.1;      62.6;      57.7;      55.5;      68.6;      72.3;     765.2;
      3557;1961-1990;        43;     111.2;      87.4;      90.7;      89.2;      75.5;     106.2;      81.2;      89.4;      80.7;      80.4;     108.1;       134;    1134.1;
      3558;1961-1990;        43;      58.3;        44;        55;      53.4;      60.7;      76.4;      65.8;      72.1;      56.5;      44.8;      58.1;      64.7;     709.7;
      3559;1961-1990;        43;      52.8;        34;      44.7;      40.9;      49.4;      51.4;      72.5;      63.8;      60.3;      49.7;      63.2;      60.6;     643.3;
      3560;1961-1990;        43;      51.3;      41.9;        46;      45.5;      61.9;      68.6;        56;      58.9;      46.4;      47.4;      60.3;      68.9;     653.1;
      3561;1961-1990;        43;      50.1;      36.7;      54.6;      48.4;      62.7;      64.3;      67.1;      64.3;      52.5;      49.1;      57.9;      60.5;     668.1;
      3562;1961-1990;        43;      58.5;      46.1;      57.9;      56.2;      59.1;      74.8;      59.5;      63.2;      46.3;      48.3;      60.5;      72.6;     703.1;
      3563;1961-1990;        43;      50.8;      35.1;      44.6;      45.8;      50.1;      69.8;      72.4;      65.6;      52.4;      42.4;      54.1;      56.8;     640.1;
      3564;1961-1990;        43;      49.9;      35.1;      42.2;        45;      49.1;      67.4;        71;      60.1;      49.8;      40.5;      53.2;      56.8;     620.1;
      3565;1961-1990;        43;      52.6;      44.7;      51.8;      51.7;      65.2;      81.1;      65.7;      65.2;      51.3;        50;      52.7;      58.7;     690.7;
      3566;1961-1990;        43;      48.9;      46.2;      51.2;      58.7;      68.5;        81;      64.8;      67.6;      51.9;      50.2;      52.9;      59.6;     701.4;
      3567;1961-1990;        46;      48.4;        42;      41.3;        45;      67.9;      83.6;      73.3;      75.1;      53.8;      47.1;      52.5;        54;     684.1;
      3568;1961-1990;        43;      42.8;      31.1;      38.4;      36.2;      46.5;      65.3;      50.9;      48.6;      43.2;      37.1;      43.2;      50.4;     533.6;
      3569;1961-1990;        43;      41.1;      29.5;      36.4;      37.3;      48.4;      62.4;      54.1;      52.4;        43;      34.2;      43.8;      45.5;     528.3;
      3570;1961-1990;        43;      72.8;      61.3;      67.5;      60.8;      66.4;      78.3;      60.5;      69.6;      56.2;      55.5;      74.4;        88;     811.4;
      3571;1961-1990;        43;      69.8;      51.4;      55.9;        54;      68.7;      81.1;      74.8;      75.4;        58;      55.1;      63.7;      75.1;     783.1;
      3572;1961-1990;        43;      67.8;      52.7;      61.4;      51.7;      64.5;      78.2;      64.8;      64.5;      54.6;      58.3;      67.6;        89;     775.1;
      3573;1961-1990;        43;      36.4;      33.8;      42.5;      59.9;      70.7;      77.8;      60.8;      71.2;      49.7;      42.7;      42.2;      45.7;     633.3;
      3574;1961-1990;        43;      58.1;      49.9;      51.4;      47.6;      66.1;      78.3;      76.3;      65.1;      57.5;      50.4;      57.4;      70.8;     728.7;
      3575;1961-1990;        43;      52.8;      50.9;      52.4;      53.4;        68;      64.9;      56.2;      53.5;      44.7;      48.8;      61.1;      61.7;     668.3;
      3576;1961-1990;        43;      42.8;      40.4;      36.9;      39.9;      59.7;      60.9;      46.4;      50.2;      38.7;      41.2;      47.3;      49.9;     554.2;
      3577;1961-1990;        43;      41.7;      31.2;      41.1;        41;      58.2;      68.2;      61.5;      53.8;      44.6;      41.2;        52;      49.8;     584.2;
      3578;1961-1990;        43;      43.5;      40.4;      40.2;      44.7;      56.8;      76.6;      75.5;      79.4;      50.9;      42.3;      48.6;      51.9;     650.8;
      3579;1961-1990;        43;      28.8;      26.6;      26.8;      29.7;      52.6;      61.9;      43.7;      46.2;      38.9;      30.9;      34.7;        34;     454.7;
      3580;1961-1990;        43;      29.1;      27.4;      30.1;      38.7;      50.7;        56;      45.6;      61.6;      40.5;      32.8;      35.6;      31.7;     479.8;
      3581;1961-1990;        43;     107.9;      94.2;        89;      85.7;        97;     107.1;      81.6;      87.2;      68.2;      72.5;     109.9;     114.8;    1115.2;
      3582;1961-1990;        43;      60.4;      33.9;      49.2;      40.8;      50.3;      60.8;      79.8;      69.3;      76.2;        75;      81.3;      66.3;     743.3;
      3584;1961-1990;        43;        69;      59.9;      67.1;        56;      67.8;      75.2;      72.5;      73.2;        65;      71.8;      81.4;      77.7;     836.5;
      3585;1961-1990;        43;      38.4;      31.3;      35.7;      45.8;        52;      67.5;      54.1;        62;      44.7;      40.9;      44.4;      50.5;     567.2;
      3586;1961-1990;        43;        59;      47.6;      60.8;      60.1;      69.1;      87.6;      76.1;      73.7;      58.4;      59.8;      68.5;      76.4;       797;
      3587;1961-1990;        43;      45.3;      38.8;        50;      53.2;      62.4;      79.9;      71.6;        71;      57.5;      51.8;      57.4;      57.6;     696.5;
      3588;1961-1990;        43;      61.7;      42.5;      65.1;        58;      81.8;      86.7;     100.2;      86.6;      68.2;      55.8;      62.7;      45.1;     814.4;
      3589;1961-1990;        43;      43.4;      39.1;      44.7;      48.5;      58.2;      69.2;        62;      66.3;      47.2;      48.6;      55.3;        59;     641.6;
      3590;1961-1990;        43;      47.8;      43.9;      48.9;      51.5;      59.1;      70.8;        67;      61.4;      48.6;      52.2;      60.3;      61.6;     673.3;
      3591;1961-1990;        46;      80.5;        70;      79.7;      73.4;      77.9;      84.7;      86.8;      80.5;      65.2;      68.9;      87.5;      94.1;     949.4;
      3592;1961-1990;        43;      69.8;      41.2;      53.8;      48.5;      48.8;      65.3;      75.1;      80.4;      89.2;     102.8;     101.6;      76.6;     853.2;
      3593;1961-1990;        45;      46.8;      37.4;      49.1;      51.1;      70.2;      77.6;      68.8;        59;      53.3;      52.3;      59.6;        62;     687.1;
      3594;1961-1990;        43;      43.8;        40;      46.5;      47.9;      64.3;        72;      60.3;        55;      49.7;      46.2;      54.6;      55.6;     635.8;
      3596;1961-1990;        43;      50.2;      44.4;      50.3;      60.2;      73.4;      80.8;      71.9;      77.2;      59.8;      49.6;      52.1;      61.5;     731.4;
      3597;1961-1990;        46;      52.9;      45.1;      51.8;      50.9;      59.8;      65.5;      68.7;      62.1;      50.8;      51.1;      58.9;      57.5;     675.2;
      3598;1961-1990;        43;      36.2;      32.7;      38.6;      42.9;      49.7;        62;      45.4;      53.2;        37;      30.5;      38.1;      43.4;     509.6;
      3599;1961-1990;        43;      53.7;      43.9;      50.9;      49.8;      60.8;      72.4;      66.2;      59.4;      47.6;      58.6;      62.1;      55.4;     680.9;
      3600;1961-1990;        43;      46.1;      40.2;      38.4;      54.8;      72.3;      70.8;      61.9;      75.7;      51.8;      46.1;      53.6;        62;     673.7;
      3602;1961-1990;        43;      86.4;      69.3;      79.2;        60;      63.9;      71.9;      70.7;      68.4;      63.7;      72.4;      90.2;      93.8;     889.9;
      3604;1961-1990;        43;      57.6;      52.6;      57.4;      55.6;      72.3;      81.6;      69.2;        70;      52.6;      54.7;      59.7;        68;     751.2;
      3605;1961-1990;        43;      43.9;        39;      37.5;      55.1;      76.2;      94.7;      85.2;      84.6;      59.5;      47.9;      55.2;      45.8;     724.7;
      3606;1961-1990;        43;      45.4;      42.9;      44.5;      58.4;      60.3;      71.3;      62.8;      76.5;      52.6;        45;      50.5;      58.5;     668.9;
      3607;1961-1990;        43;      51.3;        45;      48.6;      55.4;      75.4;     108.3;      79.8;      97.2;      63.5;      50.8;      56.3;      55.9;     787.6;
      3608;1961-1990;        43;      41.2;      39.7;        46;      52.6;        69;      79.3;      70.5;      81.1;      59.9;      45.3;      49.5;      52.9;       687;
      3609;1961-1990;        43;      35.8;      30.8;      36.5;      35.7;      48.9;      54.4;      47.6;        54;      39.4;        33;      41.6;      43.4;       501;
      3610;1961-1990;        43;      86.9;        61;      72.3;      64.3;      78.4;      83.7;      77.4;      79.5;      64.7;      58.1;      82.5;      99.6;     908.4;
      3611;1961-1990;        43;        43;      36.8;      40.3;      38.7;        50;      54.2;      43.1;      55.6;      45.3;      35.3;      42.2;      51.5;       536;
      3612;1961-1990;        43;      60.5;      44.7;      52.1;        50;      59.8;      76.8;        66;      65.7;      52.7;      48.5;      59.9;        67;     703.6;
      3613;1961-1990;        43;      68.1;      50.2;      60.8;      65.3;        70;      84.2;      75.5;      73.2;      58.4;      52.4;      67.7;      78.6;     804.4;
      3614;1961-1990;        46;      70.2;      53.3;      62.5;      63.5;      70.2;      92.1;      78.2;      75.7;      62.3;      54.9;      72.6;      84.8;     840.2;
      3615;1961-1990;        43;      45.9;      30.6;        42;        40;      51.7;      66.3;        77;      64.8;      56.8;      54.3;      61.2;        53;     643.5;
      3616;1961-1990;        46;      94.8;        72;      85.8;      73.9;      78.7;      91.8;      91.9;      85.7;      77.9;        77;      95.8;     107.8;    1033.1;
      3617;1961-1990;        43;      55.6;      51.2;      51.5;      55.3;      69.2;      86.1;      83.2;      88.9;      61.9;      53.8;      57.1;      64.5;     778.3;
      3618;1961-1990;        43;      45.9;      41.9;        44;      45.6;      66.5;      77.4;      66.9;      80.3;      54.2;      41.7;      49.4;      51.5;     665.2;
      3620;1961-1990;        45;      46.9;      40.8;      45.5;      58.1;      63.2;      71.8;        62;      76.9;      55.2;      45.7;      51.3;      57.3;     667.6;
      3621;1961-1990;        43;      39.3;      39.4;      37.1;      48.5;      70.3;      85.8;        74;        69;      51.5;      42.5;      47.2;      43.8;     648.3;
      3622;1961-1990;        43;        52;      38.5;      46.1;      48.5;      59.5;      80.8;      65.8;      62.7;      50.7;      40.2;      53.1;      62.2;     660.1;
      3625;1961-1990;        46;     105.7;      85.5;      96.6;      69.3;      81.9;        86;      76.9;      78.8;      76.6;      89.1;     112.9;     121.1;    1080.3;
      3626;1961-1990;        43;     125.1;      99.7;     112.7;      75.3;      91.5;      94.9;      80.4;      84.3;      81.5;      98.2;     124.4;     136.8;    1204.8;
      3627;1961-1990;        43;      65.3;      38.5;      48.5;      43.3;      42.9;      59.4;      67.3;      70.5;      87.7;     101.6;     102.1;      78.6;     805.7;
      3628;1961-1990;        43;      67.2;      44.4;      57.2;      48.9;      58.7;      73.5;      79.8;      75.9;      79.2;      81.4;      91.6;      78.9;     836.7;
      3629;1961-1990;        43;      63.9;      41.5;      54.9;      44.6;      52.8;      63.6;        77;      70.4;      79.1;      78.3;      87.6;        74;     787.7;
      3630;1961-1990;        43;      59.1;      38.8;      49.3;      47.2;      55.6;      75.3;      77.9;        67;      67.4;      65.8;      77.3;      67.1;     747.7;
      3631;1961-1990;        43;        60;      40.7;      52.8;      41.2;      48.7;      62.7;        76;      72.8;      72.2;      80.2;      87.6;      74.5;     769.3;
      3632;1961-1990;        43;      59.9;      39.9;      52.2;      52.4;      58.5;      74.3;      81.9;      70.9;        73;      66.6;      72.3;      72.6;     774.3;
      3633;1961-1990;        43;      59.6;      40.1;      56.5;      48.6;      59.8;      74.7;      81.4;      67.8;      67.5;      66.3;      70.3;      66.4;       759;
      3635;1961-1990;        43;       101;      70.7;      88.6;      74.5;      96.1;     111.4;      93.8;      64.1;      64.5;      75.8;      91.1;     127.4;    1058.9;
      3636;1961-1990;        43;      51.8;      40.2;        44;        45;      60.3;        73;      55.9;      64.5;      43.5;      39.7;      51.3;      55.7;     624.9;
      3638;1961-1990;        43;      67.7;      41.2;        55;      48.9;      57.4;      79.4;      86.8;      80.3;      81.7;      79.8;      85.3;      76.9;     840.4;
      3640;1961-1990;        43;      68.2;      47.5;      60.4;        53;      59.5;      79.1;      75.9;        67;      65.3;      60.2;        72;      78.6;     786.8;
      3641;1961-1990;        43;      70.1;      53.9;      66.7;      56.9;      69.9;        89;      80.1;      64.2;      66.7;      55.9;      73.7;      81.2;     828.4;
      3642;1961-1990;        46;     114.7;     102.7;     106.7;     113.7;     134.7;     137.5;     114.7;     115.5;      99.7;      98.6;     125.2;     127.6;    1391.2;
      3643;1961-1990;        43;      84.1;      73.9;      77.5;      97.5;     128.4;     117.7;     104.3;     108.3;      84.9;      85.1;     101.3;      98.3;    1161.3;
      3644;1961-1990;        43;      50.1;      36.9;      45.7;      49.6;      59.1;      70.4;      60.5;      62.8;      47.1;      38.5;      51.7;      58.2;     630.3;
      3645;1961-1990;        43;      53.3;      32.8;      41.8;      39.4;      46.2;      61.6;      68.6;      71.8;      74.6;      81.7;      82.6;      60.4;     714.9;
      3646;1961-1990;        43;      46.1;      26.7;      32.8;      34.1;      38.3;      49.4;      62.1;      62.7;      63.1;        68;      69.2;      53.4;     606.1;
